Vendor,GRAPHTEC Corporation
Model,GL240
Firmware,Ver1.27
Software, "Ver1.20"
MaxChannel,10CH
GSStartCH
WLStartCH,10CH
Sampling,2s
Total data points,1704        
Trigger,0           
Start time,2020-01-09,16:04:10
Stop time,2020-01-09,17:00:59
Trigger time,2020-01-09,16:04:13
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
Amp setting
CH, Signal name, AMP, Input, Range, Temp Range, Filter, Span
CH1,C/C,M,DC,1-5V,,Off,15000.000000,0.000000,psi
12,2020-01-09 16:04:35,000,      +3,      -8,     -15,    +606,     +22,LLLLLLLLLL,LLLLLLLLL
13,2020-01-09 16:04:37,000,      +4,      -7,     -14,    +586,     +22,LLLLLLLLLL,LLLLLLLLL
14,2020-01-09 16:04:39,000,      +5,      -7,     -15,    +633,     +22,LLLLLLLLLL,LLLLLLLLL
15,2020-01-09 16:04:41,000,      +4,      -5,     -14,    +608,     +22,LLLLLLLLLL,LLLLLLLLL
16,2020-01-09 16:04:43,000,      +4,      -5,     -13,    +641,     +22,LLLLLLLLLL,LLLLLLLLL
17,2020-01-09 16:04:45,000,      +4,      -6,     -13,    +610,     +21,LLLLLLLLLL,LLLLLLLLL
18,2020-01-09 16:04:47,000,      +4,      -5,     -13,    +642,     +21,LLLLLLLLLL,LLLLLLLLL
19,2020-01-09 16:04:49,000,      +4,      -5,     -13,    +612,     +21,LLLLLLLLLL,LLLLLLLLL
20,2020-01-09 16:04:51,000,      +5,      -4,     -12,    +644,     +20,LLLLLLLLLL,LLLLLLLLL
21,2020-01-09 16:04:53,000,      +5,      -4,     -14,    +672,     +19,LLLLLLLLLL,LLLLLLLLL
22,2020-01-09 16:04:55,000,      +4,      -4,     -12,   +1209,     +20,LLLLLLLLLL,LLLLLLLLL
23,2020-01-09 16:04:57,000,      +4,      -4,     -12,   +1583,     +20,LLLLLLLLLL,LLLLLLLLL
24,2020-01-09 16:04:59,000,      +4,      -4,     -13,   +1478,     +19,LLLLLLLLLL,LLLLLLLLL
25,2020-01-09 16:05:01,000,      +5,      -3,     -12,   +1608,     +19,LLLLLLLLLL,LLLLLLLLL
26,2020-01-09 16:05:03,000,      +5,      -3,     -11,   +1628,     +19,LLLLLLLLLL,LLLLLLLLL
27,2020-01-09 16:05:05,000,      +4,      -3,     -11,   +1635,     +19,LLLLLLLLLL,LLLLLLLLL
28,2020-01-09 16:05:07,000,      +5,      -2,     -11,   +1638,     +19,LLLLLLLLLL,LLLLLLLLL
29,2020-01-09 16:05:09,000,      +6,      -2,     -11,   +1634,     +19,LLLLLLLLLL,LLLLLLLLL
30,2020-01-09 16:05:11,000,      +5,      -2,     -11,   +1558,     +19,LLLLLLLLLL,LLLLLLLLL
31,2020-01-09 16:05:13,000,      +6,      -2,     -10,   +1642,     +18,LLLLLLLLLL,LLLLLLLLL
32,2020-01-09 16:05:15,000,      +5,      -1,     -11,   +1642,     +18,LLLLLLLLLL,LLLLLLLLL
33,2020-01-09 16:05:17,000,      +4,      -1,     -10,   +1647,     +18,LLLLLLLLLL,LLLLLLLLL
34,2020-01-09 16:05:19,000,      +5,      +0,     -11,   +1597,     +19,LLLLLLLLLL,LLLLLLLLL
35,2020-01-09 16:05:21,000,      +5,      +0,     -10,   +1640,     +18,LLLLLLLLLL,LLLLLLLLL
36,2020-01-09 16:05:23,000,      +6,      -1,     -10,   +1396,     +17,LLLLLLLLLL,LLLLLLLLL
37,2020-01-09 16:05:25,000,      +6,      +1,     -10,   +1279,     +17,LLLLLLLLLL,LLLLLLLLL
38,2020-01-09 16:05:27,000,      +6,      +1,     -10,   +1198,     +17,LLLLLLLLLL,LLLLLLLLL
39,2020-01-09 16:05:29,000,      +7,      +1,      -9,   +1135,     +16,LLLLLLLLLL,LLLLLLLLL
40,2020-01-09 16:05:31,000,      +6,      +1,      -9,   +1084,     +17,LLLLLLLLLL,LLLLLLLLL
41,2020-01-09 16:05:33,000,      +6,      +2,      -9,   +1040,     +15,LLLLLLLLLL,LLLLLLLLL
42,2020-01-09 16:05:35,000,      +6,      +2,      -8,   +1000,     +15,LLLLLLLLLL,LLLLLLLLL
43,2020-01-09 16:05:37,000,      +6,      +2,      -9,    +965,     +17,LLLLLLLLLL,LLLLLLLLL
44,2020-01-09 16:05:39,000,      +5,      +1,      -9,    +933,     +14,LLLLLLLLLL,LLLLLLLLL
45,2020-01-09 16:05:41,000,      +5,      +2,      -9,    +904,     +14,LLLLLLLLLL,LLLLLLLLL
46,2020-01-09 16:05:43,000,      +4,      +0,      -8,    +877,     +14,LLLLLLLLLL,LLLLLLLLL
47,2020-01-09 16:05:45,000,      +5,      +1,      -9,    +851,     +14,LLLLLLLLLL,LLLLLLLLL
48,2020-01-09 16:05:47,000,      +5,      +2,      -9,    +829,     +13,LLLLLLLLLL,LLLLLLLLL
49,2020-01-09 16:05:49,000,      +6,      +2,      -8,    +806,     +14,LLLLLLLLLL,LLLLLLLLL
50,2020-01-09 16:05:51,000,      +6,      +2,      -8,    +785,     +14,LLLLLLLLLL,LLLLLLLLL
51,2020-01-09 16:05:53,000,      +5,      +2,      -8,    +764,     +14,LLLLLLLLLL,LLLLLLLLL
52,2020-01-09 16:05:55,000,      +5,      +2,      -8,    +745,     +14,LLLLLLLLLL,LLLLLLLLL
53,2020-01-09 16:05:57,000,      +6,      +2,      -8,    +728,     +13,LLLLLLLLLL,LLLLLLLLL
54,2020-01-09 16:05:59,000,      +6,      +2,      -8,    +710,     +13,LLLLLLLLLL,LLLLLLLLL
55,2020-01-09 16:06:01,000,      +6,      +2,      -8,    +693,     +13,LLLLLLLLLL,LLLLLLLLL
56,2020-01-09 16:06:03,000,      +6,      +3,      -8,    +676,     +13,LLLLLLLLLL,LLLLLLLLL
57,2020-01-09 16:06:05,000,      +6,      +3,      -8,    +660,     +13,LLLLLLLLLL,LLLLLLLLL
58,2020-01-09 16:06:07,000,      +7,      +4,      -8,    +645,     +13,LLLLLLLLLL,LLLLLLLLL
59,2020-01-09 16:06:09,000,      +6,      +3,      -8,    +630,     +13,LLLLLLLLLL,LLLLLLLLL
60,2020-01-09 16:06:11,000,      +6,      +4,      -8,    +615,     +13,LLLLLLLLLL,LLLLLLLLL
61,2020-01-09 16:06:13,000,      +7,      +3,      -7,    +602,     +13,LLLLLLLLLL,LLLLLLLLL
62,2020-01-09 16:06:15,000,      +6,      +4,      -7,    +590,     +13,LLLLLLLLLL,LLLLLLLLL
63,2020-01-09 16:06:17,000,      +7,      +4,      -6,    +578,     +12,LLLLLLLLLL,LLLLLLLLL
64,2020-01-09 16:06:19,000,      +7,      +3,      -7,    +566,     +13,LLLLLLLLLL,LLLLLLLLL
65,2020-01-09 16:06:21,000,      +6,      +4,      -6,    +556,     +13,LLLLLLLLLL,LLLLLLLLL
66,2020-01-09 16:06:23,000,      +8,      +4,      -6,    +545,     +12,LLLLLLLLLL,LLLLLLLLL
67,2020-01-09 16:06:25,000,      +6,      +4,      -6,    +535,     +12,LLLLLLLLLL,LLLLLLLLL
68,2020-01-09 16:06:27,000,      +7,      +4,      -6,    +528,     +12,LLLLLLLLLL,LLLLLLLLL
69,2020-01-09 16:06:29,000,      +8,      +4,      -5,    +518,     +12,LLLLLLLLLL,LLLLLLLLL
70,2020-01-09 16:06:31,000,      +7,      +5,      -5,    +511,     +12,LLLLLLLLLL,LLLLLLLLL
71,2020-01-09 16:06:33,000,      +7,      +4,      -5,    +504,     +11,LLLLLLLLLL,LLLLLLLLL
72,2020-01-09 16:06:35,000,      +6,      +4,      -5,    +499,     +11,LLLLLLLLLL,LLLLLLLLL
73,2020-01-09 16:06:37,000,      +6,      +4,      -4,   +1155,     +11,LLLLLLLLLL,LLLLLLLLL
74,2020-01-09 16:06:39,000,      +7,      +4,      -5,   +1422,     +11,LLLLLLLLLL,LLLLLLLLL
75,2020-01-09 16:06:41,000,      +7,      +5,      -4,   +1472,     +10,LLLLLLLLLL,LLLLLLLLL
76,2020-01-09 16:06:43,000,      +8,      +5,      -4,   +1520,     +11,LLLLLLLLLL,LLLLLLLLL
77,2020-01-09 16:06:45,000,      +7,      +5,      -4,   +1534,     +11,LLLLLLLLLL,LLLLLLLLL
78,2020-01-09 16:06:47,000,      +7,      +5,      -4,   +1492,      +9,LLLLLLLLLL,LLLLLLLLL
79,2020-01-09 16:06:49,000,      +7,      +5,      -4,   +1569,     +11,LLLLLLLLLL,LLLLLLLLL
80,2020-01-09 16:06:51,000,      +8,      +6,      -4,   +1573,     +10,LLLLLLLLLL,LLLLLLLLL
81,2020-01-09 16:06:53,000,      +7,      +6,      -4,   +1578,     +10,LLLLLLLLLL,LLLLLLLLL
82,2020-01-09 16:06:55,000,      +6,      +5,      -4,   +1580,     +10,LLLLLLLLLL,LLLLLLLLL
83,2020-01-09 16:06:57,000,      +7,      +5,      -3,   +1350,     +10,LLLLLLLLLL,LLLLLLLLL
84,2020-01-09 16:06:59,000,      +7,      +6,      -4,   +1244,      +9,LLLLLLLLLL,LLLLLLLLL
85,2020-01-09 16:07:01,000,      +7,      +6,      -3,   +1175,      +9,LLLLLLLLLL,LLLLLLLLL
86,2020-01-09 16:07:03,000,      +7,      +6,      -3,   +1122,     +10,LLLLLLLLLL,LLLLLLLLL
87,2020-01-09 16:07:05,000,      +8,      +6,      -3,   +1081,      +9,LLLLLLLLLL,LLLLLLLLL
88,2020-01-09 16:07:07,000,      +7,      +6,      -3,   +1046,     +10,LLLLLLLLLL,LLLLLLLLL
89,2020-01-09 16:07:09,000,      +7,      +6,      -2,   +1016,      +9,LLLLLLLLLL,LLLLLLLLL
90,2020-01-09 16:07:11,000,      +7,      +5,      -3,    +991,      +8,LLLLLLLLLL,LLLLLLLLL
91,2020-01-09 16:07:13,000,      +7,      +6,      -2,    +969,      +8,LLLLLLLLLL,LLLLLLLLL
92,2020-01-09 16:07:15,000,      +8,      +7,      -2,    +951,      +9,LLLLLLLLLL,LLLLLLLLL
93,2020-01-09 16:07:17,000,      +7,      +7,      -2,    +933,      +8,LLLLLLLLLL,LLLLLLLLL
94,2020-01-09 16:07:19,000,      +7,      +7,      -3,    +918,      +8,LLLLLLLLLL,LLLLLLLLL
95,2020-01-09 16:07:21,000,      +6,      +7,      -1,    +904,      +8,LLLLLLLLLL,LLLLLLLLL
96,2020-01-09 16:07:23,000,      +7,      +6,      -2,    +891,      +8,LLLLLLLLLL,LLLLLLLLL
97,2020-01-09 16:07:25,000,      +8,      +7,      -2,    +880,      +8,LLLLLLLLLL,LLLLLLLLL
98,2020-01-09 16:07:27,000,      +7,      +7,      -1,    +869,      +9,LLLLLLLLLL,LLLLLLLLL
99,2020-01-09 16:07:29,000,      +8,      +8,      -1,    +859,      +8,LLLLLLLLLL,LLLLLLLLL
100,2020-01-09 16:07:31,000,      +8,      +8,      -1,    +850,      +8,LLLLLLLLLL,LLLLLLLLL
101,2020-01-09 16:07:33,000,      +8,      +6,      +0,    +843,      +8,LLLLLLLLLL,LLLLLLLLL
102,2020-01-09 16:07:35,000,      +8,      +8,      -2,    +834,      +8,LLLLLLLLLL,LLLLLLLLL
103,2020-01-09 16:07:37,000,      +8,      +7,      -1,    +829,      +8,LLLLLLLLLL,LLLLLLLLL
104,2020-01-09 16:07:39,000,      +8,      +8,      -1,    +822,      +8,LLLLLLLLLL,LLLLLLLLL
105,2020-01-09 16:07:41,000,      +8,      +7,      +0,    +816,      +8,LLLLLLLLLL,LLLLLLLLL
106,2020-01-09 16:07:43,000,      +8,      +7,      -1,    +811,      +8,LLLLLLLLLL,LLLLLLLLL
107,2020-01-09 16:07:45,000,      +8,      +8,      +0,    +806,      +8,LLLLLLLLLL,LLLLLLLLL
108,2020-01-09 16:07:47,000,      +8,      +8,      +1,    +802,      +8,LLLLLLLLLL,LLLLLLLLL
109,2020-01-09 16:07:49,000,      +8,      +7,      +0,    +797,      +8,LLLLLLLLLL,LLLLLLLLL
110,2020-01-09 16:07:51,000,      +7,      +7,      -1,    +794,      +8,LLLLLLLLLL,LLLLLLLLL
111,2020-01-09 16:07:53,000,      +7,      +8,      +0,    +790,      +8,LLLLLLLLLL,LLLLLLLLL
112,2020-01-09 16:07:55,000,      +8,      +7,      +1,    +788,      +8,LLLLLLLLLL,LLLLLLLLL
113,2020-01-09 16:07:57,000,      +8,      +8,      +1,    +784,      +8,LLLLLLLLLL,LLLLLLLLL
114,2020-01-09 16:07:59,000,      +7,      +7,      +1,    +781,      +8,LLLLLLLLLL,LLLLLLLLL
115,2020-01-09 16:08:01,000,      +8,      +8,      +0,    +778,      +8,LLLLLLLLLL,LLLLLLLLL
116,2020-01-09 16:08:03,000,      +8,      +8,      +2,    +777,      +8,LLLLLLLLLL,LLLLLLLLL
117,2020-01-09 16:08:05,000,      +8,      +8,      +2,    +774,      +8,LLLLLLLLLL,LLLLLLLLL
118,2020-01-09 16:08:07,000,      +8,      +8,      +2,    +772,      +8,LLLLLLLLLL,LLLLLLLLL
119,2020-01-09 16:08:09,000,      +8,      +8,      +1,    +772,      +8,LLLLLLLLLL,LLLLLLLLL
120,2020-01-09 16:08:11,000,      +8,      +7,      +1,    +769,      +7,LLLLLLLLLL,LLLLLLLLL
121,2020-01-09 16:08:13,000,      +8,      +8,      +2,    +767,      +8,LLLLLLLLLL,LLLLLLLLL
122,2020-01-09 16:08:15,000,      +8,      +8,      +1,    +766,      +8,LLLLLLLLLL,LLLLLLLLL
123,2020-01-09 16:08:17,000,      +8,      +8,      +2,    +765,      +8,LLLLLLLLLL,LLLLLLLLL
124,2020-01-09 16:08:19,000,      +8,      +8,      +1,    +763,      +8,LLLLLLLLLL,LLLLLLLLL
125,2020-01-09 16:08:21,000,      +8,      +8,      +2,    +762,      +8,LLLLLLLLLL,LLLLLLLLL
126,2020-01-09 16:08:23,000,      +8,      +8,      +2,    +760,      +8,LLLLLLLLLL,LLLLLLLLL
127,2020-01-09 16:08:25,000,      +8,      +8,      +2,    +759,      +7,LLLLLLLLLL,LLLLLLLLL
128,2020-01-09 16:08:27,000,      +8,      +8,      +2,    +758,      +6,LLLLLLLLLL,LLLLLLLLL
129,2020-01-09 16:08:29,000,      +8,      +8,      +2,    +758,      +7,LLLLLLLLLL,LLLLLLLLL
130,2020-01-09 16:08:31,000,      +8,      +8,      +2,    +757,      +7,LLLLLLLLLL,LLLLLLLLL
131,2020-01-09 16:08:33,000,      +8,      +7,      +2,    +756,      +7,LLLLLLLLLL,LLLLLLLLL
132,2020-01-09 16:08:35,000,      +8,      +8,      +2,    +756,      +7,LLLLLLLLLL,LLLLLLLLL
133,2020-01-09 16:08:37,000,      +8,      +8,      +2,    +756,      +7,LLLLLLLLLL,LLLLLLLLL
134,2020-01-09 16:08:39,000,      +7,      +8,      +2,    +755,      +8,LLLLLLLLLL,LLLLLLLLL
135,2020-01-09 16:08:41,000,      +8,      +8,      +2,    +755,      +7,LLLLLLLLLL,LLLLLLLLL
136,2020-01-09 16:08:43,000,      +8,      +8,      +2,    +754,      +7,LLLLLLLLLL,LLLLLLLLL
137,2020-01-09 16:08:45,000,      +8,      +8,      +3,    +752,      +6,LLLLLLLLLL,LLLLLLLLL
138,2020-01-09 16:08:47,000,      +8,      +8,      +2,    +752,      +7,LLLLLLLLLL,LLLLLLLLL
139,2020-01-09 16:08:49,000,      +8,      +8,      +2,    +751,      +7,LLLLLLLLLL,LLLLLLLLL
140,2020-01-09 16:08:51,000,      +8,      +8,      +2,    +751,      +7,LLLLLLLLLL,LLLLLLLLL
141,2020-01-09 16:08:53,000,      +8,      +8,      +3,    +751,      +6,LLLLLLLLLL,LLLLLLLLL
142,2020-01-09 16:08:55,000,      +8,      +8,      +3,    +750,      +6,LLLLLLLLLL,LLLLLLLLL
143,2020-01-09 16:08:57,000,      +8,      +8,      +3,    +750,      +7,LLLLLLLLLL,LLLLLLLLL
144,2020-01-09 16:08:59,000,      +7,      +8,      +2,    +751,      +6,LLLLLLLLLL,LLLLLLLLL
145,2020-01-09 16:09:01,000,      +8,      +7,      +3,    +750,      +6,LLLLLLLLLL,LLLLLLLLL
146,2020-01-09 16:09:03,000,      +8,      +8,      +2,    +750,      +6,LLLLLLLLLL,LLLLLLLLL
147,2020-01-09 16:09:05,000,      +8,      +8,      +3,    +750,      +6,LLLLLLLLLL,LLLLLLLLL
148,2020-01-09 16:09:07,000,      +8,      +8,      +3,    +749,      +6,LLLLLLLLLL,LLLLLLLLL
149,2020-01-09 16:09:09,000,      +8,      +8,      +3,    +749,      +6,LLLLLLLLLL,LLLLLLLLL
150,2020-01-09 16:09:11,000,      +8,      +8,      +3,    +749,      +5,LLLLLLLLLL,LLLLLLLLL
151,2020-01-09 16:09:13,000,      +8,      +7,      +3,    +749,      +6,LLLLLLLLLL,LLLLLLLLL
152,2020-01-09 16:09:15,000,      +8,      +8,      +2,    +748,      +5,LLLLLLLLLL,LLLLLLLLL
153,2020-01-09 16:09:17,000,      +8,      +8,      +4,    +748,      +5,LLLLLLLLLL,LLLLLLLLL
154,2020-01-09 16:09:19,000,      +8,      +8,      +3,    +748,      +5,LLLLLLLLLL,LLLLLLLLL
155,2020-01-09 16:09:21,000,      +8,      +8,      +4,    +748,      +6,LLLLLLLLLL,LLLLLLLLL
156,2020-01-09 16:09:23,000,      +8,      +8,      +3,    +748,      +5,LLLLLLLLLL,LLLLLLLLL
157,2020-01-09 16:09:25,000,      +8,      +8,      +3,    +747,      +5,LLLLLLLLLL,LLLLLLLLL
158,2020-01-09 16:09:27,000,      +8,      +8,      +4,    +746,      +5,LLLLLLLLLL,LLLLLLLLL
159,2020-01-09 16:09:29,000,      +8,      +8,      +4,    +748,      +6,LLLLLLLLLL,LLLLLLLLL
160,2020-01-09 16:09:31,000,      +8,      +8,      +3,    +748,      +5,LLLLLLLLLL,LLLLLLLLL
161,2020-01-09 16:09:33,000,      +8,      +8,      +4,    +747,      +5,LLLLLLLLLL,LLLLLLLLL
162,2020-01-09 16:09:35,000,      +8,      +8,      +4,    +747,      +5,LLLLLLLLLL,LLLLLLLLL
163,2020-01-09 16:09:37,000,      +8,      +8,      +4,    +746,      +4,LLLLLLLLLL,LLLLLLLLL
164,2020-01-09 16:09:39,000,      +8,      +8,      +5,    +747,      +6,LLLLLLLLLL,LLLLLLLLL
165,2020-01-09 16:09:41,000,      +8,      +8,      +4,    +746,      +6,LLLLLLLLLL,LLLLLLLLL
166,2020-01-09 16:09:43,000,      +8,      +8,      +5,    +746,      +4,LLLLLLLLLL,LLLLLLLLL
167,2020-01-09 16:09:45,000,      +7,      +8,      +4,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
168,2020-01-09 16:09:47,000,      +8,      +8,      +4,    +745,      +5,LLLLLLLLLL,LLLLLLLLL
169,2020-01-09 16:09:49,000,      +8,      +8,      +4,    +745,      +5,LLLLLLLLLL,LLLLLLLLL
170,2020-01-09 16:09:51,000,      +8,      +8,      +4,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
171,2020-01-09 16:09:53,000,      +8,      +8,      +4,    +746,      +5,LLLLLLLLLL,LLLLLLLLL
172,2020-01-09 16:09:55,000,      +8,      +8,      +5,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
173,2020-01-09 16:09:57,000,      +8,      +8,      +5,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
174,2020-01-09 16:09:59,000,      +8,      +8,      +4,    +745,      +3,LLLLLLLLLL,LLLLLLLLL
175,2020-01-09 16:10:01,000,      +8,      +8,      +5,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
176,2020-01-09 16:10:03,000,      +8,      +8,      +5,    +746,      +4,LLLLLLLLLL,LLLLLLLLL
177,2020-01-09 16:10:05,000,      +8,      +8,      +5,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
178,2020-01-09 16:10:07,000,      +8,      +8,      +5,    +745,      +3,LLLLLLLLLL,LLLLLLLLL
179,2020-01-09 16:10:09,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
180,2020-01-09 16:10:11,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
181,2020-01-09 16:10:13,000,      +8,      +8,      +4,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
182,2020-01-09 16:10:15,000,      +8,      +8,      +5,    +745,      +4,LLLLLLLLLL,LLLLLLLLL
183,2020-01-09 16:10:17,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
184,2020-01-09 16:10:19,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
185,2020-01-09 16:10:21,000,      +8,      +8,      +6,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
186,2020-01-09 16:10:23,000,      +8,      +8,      +6,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
187,2020-01-09 16:10:25,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
188,2020-01-09 16:10:27,000,      +8,      +8,      +5,    +744,      +2,LLLLLLLLLL,LLLLLLLLL
189,2020-01-09 16:10:29,000,      +8,      +8,      +4,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
190,2020-01-09 16:10:31,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
191,2020-01-09 16:10:33,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
192,2020-01-09 16:10:35,000,      +8,      +8,      +6,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
193,2020-01-09 16:10:37,000,      +8,      +8,      +6,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
194,2020-01-09 16:10:39,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
195,2020-01-09 16:10:41,000,      +8,      +8,      +5,    +744,      +2,LLLLLLLLLL,LLLLLLLLL
196,2020-01-09 16:10:43,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
197,2020-01-09 16:10:45,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
198,2020-01-09 16:10:47,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
199,2020-01-09 16:10:49,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
200,2020-01-09 16:10:51,000,      +8,      +8,      +5,    +742,      +2,LLLLLLLLLL,LLLLLLLLL
201,2020-01-09 16:10:53,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
202,2020-01-09 16:10:55,000,      +8,      +8,      +5,    +744,      +2,LLLLLLLLLL,LLLLLLLLL
203,2020-01-09 16:10:57,000,      +8,      +8,      +5,    +744,      +4,LLLLLLLLLL,LLLLLLLLL
204,2020-01-09 16:10:59,000,      +8,      +8,      +6,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
205,2020-01-09 16:11:01,000,      +8,      +8,      +5,    +744,      +2,LLLLLLLLLL,LLLLLLLLL
206,2020-01-09 16:11:03,000,      +8,      +8,      +5,    +743,      +4,LLLLLLLLLL,LLLLLLLLL
207,2020-01-09 16:11:05,000,      +8,      +8,      +5,    +744,      +3,LLLLLLLLLL,LLLLLLLLL
208,2020-01-09 16:11:07,000,      +8,      +8,      +5,    +743,      +4,LLLLLLLLLL,LLLLLLLLL
209,2020-01-09 16:11:09,000,      +8,      +8,      +5,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
210,2020-01-09 16:11:11,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
211,2020-01-09 16:11:13,000,      +8,      +8,      +6,    +744,      +2,LLLLLLLLLL,LLLLLLLLL
212,2020-01-09 16:11:15,000,      +8,      +8,      +5,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
213,2020-01-09 16:11:17,000,      +8,      +8,      +6,    +742,      +2,LLLLLLLLLL,LLLLLLLLL
214,2020-01-09 16:11:19,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
215,2020-01-09 16:11:21,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
216,2020-01-09 16:11:23,000,      +8,      +8,      +5,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
217,2020-01-09 16:11:25,000,      +8,      +8,      +6,    +742,      +3,LLLLLLLLLL,LLLLLLLLL
218,2020-01-09 16:11:27,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
219,2020-01-09 16:11:29,000,      +8,      +8,      +5,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
220,2020-01-09 16:11:31,000,      +8,      +8,      +6,    +742,      +2,LLLLLLLLLL,LLLLLLLLL
221,2020-01-09 16:11:33,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
222,2020-01-09 16:11:35,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
223,2020-01-09 16:11:37,000,      +8,      +8,      +6,    +744,      +2,LLLLLLLLLL,LLLLLLLLL
224,2020-01-09 16:11:39,000,      +8,      +8,      +6,    +742,      +2,LLLLLLLLLL,LLLLLLLLL
225,2020-01-09 16:11:41,000,      +8,      +8,      +6,    +743,      +2,LLLLLLLLLL,LLLLLLLLL
226,2020-01-09 16:11:43,000,      +8,      +8,      +6,    +742,      +2,LLLLLLLLLL,LLLLLLLLL
227,2020-01-09 16:11:45,000,      +8,      +8,      +6,    +742,      +2,LLLLLLLLLL,LLLLLLLLL
